PvEstimate,PvEstimate10,PvEstimate90,PeriodEnd,Period
0.013,0.0014,0.0231,2021-07-12T04:30:00Z,PT30M
0.0324,0.0027,0.0806,2021-07-12T05:00:00Z,PT30M
0.0758,0.0055,0.1623,2021-07-12T05:30:00Z,PT30M
0.1209,0.0075,0.2517,2021-07-12T06:00:00Z,PT30M
0.166,0.0108,0.3424,2021-07-12T06:30:00Z,PT30M
0.2049,0.0135,0.4318,2021-07-12T07:00:00Z,PT30M
0.2287,0.016,0.4984,2021-07-12T07:30:00Z,PT30M
0.2423,0.0185,0.5484,2021-07-12T08:00:00Z,PT30M
0.2485,0.0203,0.5874,2021-07-12T08:30:00Z,PT30M
0.2557,0.022,0.6193,2021-07-12T09:00:00Z,PT30M
0.2692,0.0245,0.652,2021-07-12T09:30:00Z,PT30M
0.2865,0.027,0.6808,2021-07-12T10:00:00Z,PT30M
0.2972,0.0274,0.6941,2021-07-12T10:30:00Z,PT30M
0.2997,0.028,0.6946,2021-07-12T11:00:00Z,PT30M
0.2875,0.0287,0.6796,2021-07-12T11:30:00Z,PT30M
0.2668,0.0287,0.6497,2021-07-12T12:00:00Z,PT30M
0.2447,0.0287,0.6154,2021-07-12T12:30:00Z,PT30M
0.2251,0.0278,0.5782,2021-07-12T13:00:00Z,PT30M
0.2163,0.0267,0.551,2021-07-12T13:30:00Z,PT30M
0.2124,0.025,0.5243,2021-07-12T14:00:00Z,PT30M
0.2097,0.0232,0.4968,2021-07-12T14:30:00Z,PT30M
0.1997,0.0218,0.4585,2021-07-12T15:00:00Z,PT30M
0.1855,0.02,0.4181,2021-07-12T15:30:00Z,PT30M
0.1652,0.0165,0.3703,2021-07-12T16:00:00Z,PT30M
0.141,0.0145,0.3171,2021-07-12T16:30:00Z,PT30M
0.1159,0.0118,0.2631,2021-07-12T17:00:00Z,PT30M
0.0886,0.0098,0.2031,2021-07-12T17:30:00Z,PT30M
0.0603,0.0085,0.1454,2021-07-12T18:00:00Z,PT30M
0.031,0.0056,0.081,2021-07-12T18:30:00Z,PT30M
0.0141,0.0028,0.0267,2021-07-12T19:00:00Z,PT30M
0.0014,0,0.0028,2021-07-12T19:30:00Z,PT30M
0,0,0,2021-07-12T20:00:00Z,PT30M
0,0,0,2021-07-12T20:30:00Z,PT30M
0,0,0,2021-07-12T21:00:00Z,PT30M
0,0,0,2021-07-12T21:30:00Z,PT30M
0,0,0,2021-07-12T22:00:00Z,PT30M
0,0,0,2021-07-12T22:30:00Z,PT30M
0,0,0,2021-07-12T23:00:00Z,PT30M
0,0,0,2021-07-12T23:30:00Z,PT30M
0,0,0,2021-07-13,PT30M
0,0,0,2021-07-13T00:30:00Z,PT30M
0,0,0,2021-07-13T01:00:00Z,PT30M
0,0,0,2021-07-13T01:30:00Z,PT30M
0,0,0,2021-07-13T02:00:00Z,PT30M
0,0,0,2021-07-13T02:30:00Z,PT30M
0,0,0,2021-07-13T03:00:00Z,PT30M
0,0,0,2021-07-13T03:30:00Z,PT30M
0,0,0,2021-07-13T04:00:00Z,PT30M
0.0072,0.0014,0.0158,2021-07-13T04:30:00Z,PT30M
0.0187,0.0036,0.0506,2021-07-13T05:00:00Z,PT30M
0.0324,0.0065,0.1113,2021-07-13T05:30:00Z,PT30M
0.056,0.0094,0.1749,2021-07-13T06:00:00Z,PT30M
0.0825,0.0122,0.24,2021-07-13T06:30:00Z,PT30M
0.1089,0.0151,0.3063,2021-07-13T07:00:00Z,PT30M
0.1351,0.0173,0.3715,2021-07-13T07:30:00Z,PT30M
0.1624,0.0209,0.4352,2021-07-13T08:00:00Z,PT30M
0.1872,0.0235,0.4944,2021-07-13T08:30:00Z,PT30M
0.2128,0.0256,0.5529,2021-07-13T09:00:00Z,PT30M
0.2356,0.0278,0.6052,2021-07-13T09:30:00Z,PT30M
0.2596,0.0285,0.6535,2021-07-13T10:00:00Z,PT30M
0.2809,0.0306,0.695,2021-07-13T10:30:00Z,PT30M
0.3009,0.0313,0.7278,2021-07-13T11:00:00Z,PT30M
0.3183,0.032,0.7523,2021-07-13T11:30:00Z,PT30M
0.3319,0.032,0.7677,2021-07-13T12:00:00Z,PT30M
0.3417,0.032,0.772,2021-07-13T12:30:00Z,PT30M
0.3462,0.0303,0.763,2021-07-13T13:00:00Z,PT30M
0.3474,0.0296,0.746,2021-07-13T13:30:00Z,PT30M
0.3409,0.0279,0.7161,2021-07-13T14:00:00Z,PT30M
0.3312,0.0258,0.6823,2021-07-13T14:30:00Z,PT30M
0.3125,0.0234,0.6325,2021-07-13T15:00:00Z,PT30M
0.2904,0.0207,0.5797,2021-07-13T15:30:00Z,PT30M
0.2607,0.0179,0.5166,2021-07-13T16:00:00Z,PT30M
0.2258,0.0152,0.4473,2021-07-13T16:30:00Z,PT30M
0.1842,0.0124,0.3703,2021-07-13T17:00:00Z,PT30M
0.1409,0.0096,0.2871,2021-07-13T17:30:00Z,PT30M
0.0932,0.0069,0.2005,2021-07-13T18:00:00Z,PT30M
0.0467,0.0042,0.1154,2021-07-13T18:30:00Z,PT30M
0.0183,0.0014,0.034,2021-07-13T19:00:00Z,PT30M
0.0014,0,0.0028,2021-07-13T19:30:00Z,PT30M
0,0,0,2021-07-13T20:00:00Z,PT30M
0,0,0,2021-07-13T20:30:00Z,PT30M
0,0,0,2021-07-13T21:00:00Z,PT30M
0,0,0,2021-07-13T21:30:00Z,PT30M
0,0,0,2021-07-13T22:00:00Z,PT30M
0,0,0,2021-07-13T22:30:00Z,PT30M
0,0,0,2021-07-13T23:00:00Z,PT30M
0,0,0,2021-07-13T23:30:00Z,PT30M
0,0,0,2021-07-14,PT30M
0,0,0,2021-07-14T00:30:00Z,PT30M
0,0,0,2021-07-14T01:00:00Z,PT30M
0,0,0,2021-07-14T01:30:00Z,PT30M
0,0,0,2021-07-14T02:00:00Z,PT30M
0,0,0,2021-07-14T02:30:00Z,PT30M
0,0,0,2021-07-14T03:00:00Z,PT30M
0,0,0,2021-07-14T03:30:00Z,PT30M
0,0,0,2021-07-14T04:00:00Z,PT30M
0.0137,0.0014,0.025,2021-07-14T04:30:00Z,PT30M
0.0369,0.0036,0.0924,2021-07-14T05:00:00Z,PT30M
0.0885,0.0057,0.1839,2021-07-14T05:30:00Z,PT30M
0.145,0.0085,0.2766,2021-07-14T06:00:00Z,PT30M
0.2026,0.012,0.3719,2021-07-14T06:30:00Z,PT30M
0.263,0.0146,0.4627,2021-07-14T07:00:00Z,PT30M
0.321,0.0167,0.5519,2021-07-14T07:30:00Z,PT30M
0.3751,0.02,0.6319,2021-07-14T08:00:00Z,PT30M
0.422,0.0245,0.7021,2021-07-14T08:30:00Z,PT30M
0.4676,0.0341,0.7681,2021-07-14T09:00:00Z,PT30M
0.5043,0.0533,0.8199,2021-07-14T09:30:00Z,PT30M
0.5361,0.0714,0.8644,2021-07-14T10:00:00Z,PT30M
0.5616,0.0877,0.8951,2021-07-14T10:30:00Z,PT30M
0.5814,0.103,0.9166,2021-07-14T11:00:00Z,PT30M
0.593,0.1151,0.9248,2021-07-14T11:30:00Z,PT30M
0.6004,0.1227,0.9268,2021-07-14T12:00:00Z,PT30M
0.6004,0.1253,0.9165,2021-07-14T12:30:00Z,PT30M
0.5913,0.1215,0.8978,2021-07-14T13:00:00Z,PT30M
0.5709,0.1107,0.8626,2021-07-14T13:30:00Z,PT30M
0.5422,0.098,0.8213,2021-07-14T14:00:00Z,PT30M
0.5088,0.0802,0.7694,2021-07-14T14:30:00Z,PT30M
0.467,0.0623,0.7087,2021-07-14T15:00:00Z,PT30M
0.4189,0.0443,0.6384,2021-07-14T15:30:00Z,PT30M
0.3666,0.0308,0.558,2021-07-14T16:00:00Z,PT30M
0.3125,0.0245,0.4752,2021-07-14T16:30:00Z,PT30M
0.2522,0.0192,0.3842,2021-07-14T17:00:00Z,PT30M
0.1907,0.0147,0.2924,2021-07-14T17:30:00Z,PT30M
0.1292,0.0107,0.1995,2021-07-14T18:00:00Z,PT30M
0.0673,0.0067,0.1106,2021-07-14T18:30:00Z,PT30M
0.0216,0.0027,0.0319,2021-07-14T19:00:00Z,PT30M
0.002,0,0.0027,2021-07-14T19:30:00Z,PT30M
0,0,0,2021-07-14T20:00:00Z,PT30M
0,0,0,2021-07-14T20:30:00Z,PT30M
0,0,0,2021-07-14T21:00:00Z,PT30M
0,0,0,2021-07-14T21:30:00Z,PT30M
0,0,0,2021-07-14T22:00:00Z,PT30M
0,0,0,2021-07-14T22:30:00Z,PT30M
0,0,0,2021-07-14T23:00:00Z,PT30M
0,0,0,2021-07-14T23:30:00Z,PT30M
0,0,0,2021-07-15,PT30M
0,0,0,2021-07-15T00:30:00Z,PT30M
0,0,0,2021-07-15T01:00:00Z,PT30M
0,0,0,2021-07-15T01:30:00Z,PT30M
0,0,0,2021-07-15T02:00:00Z,PT30M
0,0,0,2021-07-15T02:30:00Z,PT30M
0,0,0,2021-07-15T03:00:00Z,PT30M
0,0,0,2021-07-15T03:30:00Z,PT30M
0,0,0,2021-07-15T04:00:00Z,PT30M
0.0134,0.0014,0.0238,2021-07-15T04:30:00Z,PT30M
0.0388,0.0035,0.0879,2021-07-15T05:00:00Z,PT30M
0.0899,0.0056,0.1757,2021-07-15T05:30:00Z,PT30M
0.1468,0.0084,0.2702,2021-07-15T06:00:00Z,PT30M
0.2016,0.0111,0.3641,2021-07-15T06:30:00Z,PT30M
0.2556,0.0146,0.4565,2021-07-15T07:00:00Z,PT30M
0.3089,0.0167,0.5447,2021-07-15T07:30:00Z,PT30M
0.3577,0.0202,0.6265,2021-07-15T08:00:00Z,PT30M
0.4034,0.0223,0.7011,2021-07-15T08:30:00Z,PT30M
0.445,0.0244,0.7665,2021-07-15T09:00:00Z,PT30M
0.4814,0.0265,0.823,2021-07-15T09:30:00Z,PT30M
0.5128,0.0279,0.8682,2021-07-15T10:00:00Z,PT30M
0.5381,0.03,0.9037,2021-07-15T10:30:00Z,PT30M
0.5561,0.0303,0.9226,2021-07-15T11:00:00Z,PT30M
0.5718,0.031,0.9361,2021-07-15T11:30:00Z,PT30M
0.5796,0.031,0.9373,2021-07-15T12:00:00Z,PT30M
0.5818,0.0303,0.9267,2021-07-15T12:30:00Z,PT30M
0.5781,0.0296,0.9074,2021-07-15T13:00:00Z,PT30M
0.5666,0.0276,0.8757,2021-07-15T13:30:00Z,PT30M
0.5471,0.0269,0.8333,2021-07-15T14:00:00Z,PT30M
0.5216,0.0248,0.7809,2021-07-15T14:30:00Z,PT30M
0.4866,0.0241,0.7186,2021-07-15T15:00:00Z,PT30M
0.4452,0.0286,0.6495,2021-07-15T15:30:00Z,PT30M
0.3964,0.0307,0.5689,2021-07-15T16:00:00Z,PT30M
0.3385,0.0307,0.4807,2021-07-15T16:30:00Z,PT30M
0.2761,0.0279,0.3889,2021-07-15T17:00:00Z,PT30M
0.2102,0.023,0.2937,2021-07-15T17:30:00Z,PT30M
0.142,0.0174,0.1993,2021-07-15T18:00:00Z,PT30M
0.0738,0.0111,0.1106,2021-07-15T18:30:00Z,PT30M
0.0236,0.0049,0.0317,2021-07-15T19:00:00Z,PT30M
0.0014,0.0007,0.0021,2021-07-15T19:30:00Z,PT30M
0,0,0,2021-07-15T20:00:00Z,PT30M
0,0,0,2021-07-15T20:30:00Z,PT30M
0,0,0,2021-07-15T21:00:00Z,PT30M
0,0,0,2021-07-15T21:30:00Z,PT30M
0,0,0,2021-07-15T22:00:00Z,PT30M
0,0,0,2021-07-15T22:30:00Z,PT30M
0,0,0,2021-07-15T23:00:00Z,PT30M
0,0,0,2021-07-15T23:30:00Z,PT30M
0,0,0,2021-07-16,PT30M
0,0,0,2021-07-16T00:30:00Z,PT30M
0,0,0,2021-07-16T01:00:00Z,PT30M
0,0,0,2021-07-16T01:30:00Z,PT30M
0,0,0,2021-07-16T02:00:00Z,PT30M
0,0,0,2021-07-16T02:30:00Z,PT30M
0,0,0,2021-07-16T03:00:00Z,PT30M
0,0,0,2021-07-16T03:30:00Z,PT30M
0,0,0,2021-07-16T04:00:00Z,PT30M
0.0193,0.0062,0.022,2021-07-16T04:30:00Z,PT30M
0.0738,0.0186,0.0863,2021-07-16T05:00:00Z,PT30M
0.1584,0.0358,0.1759,2021-07-16T05:30:00Z,PT30M
0.2478,0.0738,0.2689,2021-07-16T06:00:00Z,PT30M
0.3359,0.1171,0.3608,2021-07-16T06:30:00Z,PT30M
0.4245,0.1618,0.4527,2021-07-16T07:00:00Z,PT30M
0.5107,0.2087,0.5388,2021-07-16T07:30:00Z,PT30M
0.5922,0.257,0.6198,2021-07-16T08:00:00Z,PT30M
0.6667,0.3021,0.6903,2021-07-16T08:30:00Z,PT30M
0.7354,0.3465,0.7535,2021-07-16T09:00:00Z,PT30M
0.7927,0.3851,0.8044,2021-07-16T09:30:00Z,PT30M
0.8436,0.4178,0.8484,2021-07-16T10:00:00Z,PT30M
0.8779,0.4413,0.8788,2021-07-16T10:30:00Z,PT30M
0.9004,0.455,0.9012,2021-07-16T11:00:00Z,PT30M
0.9082,0.4598,0.9098,2021-07-16T11:30:00Z,PT30M
0.9052,0.4586,0.9106,2021-07-16T12:00:00Z,PT30M
0.9052,0.4586,0.9106,2021-07-16T12:30:00Z,PT30M
0.9052,0.4586,0.9106,2021-07-16T12:00:00Z,PT30M
